Time,PD1,PD2,PD3,PD4,GDX,GDY,GDZ,ADX,ADY,ADZ,HDX,HDY,HDZ,PI1,PI2,PI3,PI4,GIX,GIY,GIZ,AIX,AIY,AIZ,HIX,HIY,HIZ
10500,21,22,15,13,10,0,0,0,0,0,-1792,0,0,25,14,23,100,210,0,0,0,0,0,0,0,0
10550,19,16,15,14,10,0,0,0,0,0,-1792,0,0,47,13,21,121,210,0,0,0,0,0,0,0,0
10600,19,16,15,14,10,0,0,0,0,0,-1792,0,0,57,14,21,133,210,0,0,0,0,0,0,0,0
10650,19,17,15,14,10,0,0,0,0,0,-1792,0,0,58,14,24,144,210,0,0,0,0,0,0,0,0
10700,16,16,15,14,10,0,0,0,0,0,-1792,0,0,61,15,25,148,210,0,0,0,0,0,0,0,0
10750,17,15,15,13,10,0,0,0,0,0,-1792,0,0,59,15,23,144,210,0,0,0,0,0,0,0,0
10800,17,15,15,13,10,0,0,0,0,0,-1792,0,0,52,15,21,164,210,0,0,0,0,0,0,0,0
10850,18,15,15,13,10,0,0,0,0,0,-1792,0,0,65,14,23,144,210,0,0,0,0,0,0,0,0
10900,18,16,15,14,10,0,0,0,0,0,-1792,0,0,72,14,22,138,210,0,0,0,0,0,0,0,0
10950,18,16,15,14,10,0,0,0,0,0,-1792,0,0,52,14,21,137,210,0,0,0,0,0,0,0,0
11000,19,16,15,13,10,0,0,0,0,0,-1792,0,0,38,14,21,141,210,0,0,0,0,0,0,0,0
11050,18,16,15,14,10,0,0,0,0,0,-1792,0,0,58,14,22,139,210,0,0,0,0,0,0,0,0
11100,23,16,15,13,10,0,0,0,0,0,-1792,0,0,64,14,23,135,210,0,0,0,0,0,0,0,0
11150,26,16,15,13,10,0,0,0,0,0,-1792,0,0,63,14,23,126,210,0,0,0,0,0,0,0,0
11200,21,17,15,13,10,0,0,0,0,0,-1792,0,0,45,14,24,119,210,0,0,0,0,0,0,0,0
11250,26,16,15,13,10,0,0,0,0,0,-1792,0,0,63,14,26,117,210,0,0,0,0,0,0,0,0
11300,20,17,15,13,10,0,0,0,0,0,-1792,0,0,27,14,27,110,210,0,0,0,0,0,0,0,0
11350,20,17,15,14,10,0,0,0,0,0,-1792,0,0,63,14,25,103,210,0,0,0,0,0,0,0,0
11400,23,16,15,13,10,0,0,0,0,0,-1792,0,0,57,14,25,104,210,0,0,0,0,0,0,0,0
11450,22,16,15,14,10,0,0,0,0,0,-1792,0,0,61,14,26,105,210,0,0,0,0,0,0,0,0
11500,23,16,16,14,10,0,0,0,0,0,-1792,0,0,64,14,26,102,210,0,0,0,0,0,0,0,0
11550,22,16,15,14,10,0,0,0,0,0,-1792,0,0,65,14,26,101,210,0,0,0,0,0,0,0,0
11600,22,16,15,13,10,0,0,0,0,0,-1792,0,0,62,14,26,102,210,0,0,0,0,0,0,0,0
